product_id,product_name,category,segment,size,color,price,cogs
566,saigonflex uc-31,streetwear,everyday,L,green,11783.942843326886,9612.16217730174
567,saigonflex uc-32,streetwear,everyday,XL,silver,10134.776887966806,8711.854212896265
568,saigonflex uc-33,streetwear,everyday,S,pink,10532.698282442749,7628.833365973283
569,saigonflex uc-34,streetwear,everyday,M,yellow,12601.622727272726,11971.54159090909
570,saigonflex uc-35,streetwear,everyday,L,red,6934.761627906977,6364.030745930232
571,saigonflex uc-36,streetwear,everyday,XL,black,6325.199999999999,6008.939999999999
572,saigonflex uc-37,streetwear,everyday,S,orange,5428.175373134329,5156.766604477612
573,saigonflex uc-38,streetwear,everyday,M,blue,3743.690322580645,2813.7576464516133
574,saigonflex uc-39,streetwear,everyday,L,white,10912.659378640778,10134.58676494369
575,saigonflex uc-40,streetwear,everyday,XL,purple,11157.957055214723,10600.059202453987
576,saigonflex uc-41,streetwear,everyday,S,green,18775.840588235293,12572.302857882352
577,saigonflex uc-42,streetwear,everyday,M,silver,12288.258347826088,9234.626148391304
578,saigonflex uc-43,streetwear,everyday,L,pink,9414.213956043955,6648.317895758242
579,saigonflex uc-44,streetwear,everyday,XL,yellow,15941.109130434785,14039.334811173912
580,saigonflex uc-45,streetwear,everyday,S,red,9901.548539325842,9406.47111235955
581,saigonflex uc-46,streetwear,everyday,M,black,16696.35,14125.112099999997
582,saigonflex uc-47,streetwear,everyday,L,orange,4283.701578947369,3193.499527105263
583,saigonflex uc-48,streetwear,everyday,XL,blue,6610.571739130435,4418.506150434782
584,saigonflex uc-49,streetwear,everyday,S,white,7436.313925233644,4666.286988084112
585,saigonflex uc-50,streetwear,everyday,M,purple,5044.252669537136,4792.040036060279
586,saigonflex uc-51,streetwear,everyday,L,green,4552.686272040302,4325.051958438287
587,saigonflex uc-52,streetwear,everyday,XL,silver,31.33370262797137,19.58344028160639
588,saigonflex uc-53,streetwear,everyday,S,pink,7437.165180722891,6317.871821024096
589,saigonflex uc-54,streetwear,everyday,M,yellow,10207.29366412214,7250.240689625954
590,saigonflex uc-55,streetwear,everyday,L,red,10658.332964467008,10125.416316243656
591,saigonflex uc-56,streetwear,everyday,XL,black,11048.621805273831,10496.190715010142
592,saigonflex uc-57,streetwear,everyday,S,orange,11573.637804878048,7346.945278536587
593,saigonflex uc-58,streetwear,everyday,M,blue,10942.190633484162,8946.335061936654
594,saigonflex uc-59,streetwear,everyday,L,white,42.90873487037344,24.500482522900096
595,saigonflex uc-60,streetwear,everyday,XL,purple,8975.727475247524,5284.908337425743
596,saigonflex uc-61,streetwear,everyday,S,green,9577.146989690722,5842.05966371134
597,saigonflex uc-62,streetwear,everyday,M,silver,60.89870697563103,38.963323338682926
598,saigonflex uc-63,streetwear,everyday,L,pink,11489.45256880734,7924.275436706423
599,saigonflex uc-64,streetwear,everyday,XL,yellow,10648.856285414482,10116.413471143758
600,saigonflex uc-65,streetwear,everyday,S,red,9148.348757120662,4647.361168617297
601,saigonflex uc-66,streetwear,everyday,M,black,15754.49563106796,14966.770849514562
602,saigonflex uc-67,streetwear,everyday,L,orange,15756.270560747664,11752.60221126168
603,saigonflex uc-68,streetwear,everyday,XL,blue,11026.336363636365,8163.899443636364
604,saigonflex uc-69,streetwear,everyday,S,white,6135.298830630299,4141.940240558514
605,saigonflex uc-70,streetwear,everyday,M,purple,4940.962741935484,3748.214336032258
606,saigonflex uc-71,streetwear,everyday,L,green,4042.8549822064056,3552.4566728647687
607,saigonflex uc-72,streetwear,everyday,XL,silver,11408.04,7676.470116
608,saigonflex uc-73,streetwear,everyday,S,pink,11699.1,11114.145
609,saigonflex uc-74,streetwear,everyday,M,yellow,10426.571033557047,8987.704230926174
610,saigonflex uc-75,streetwear,everyday,L,red,11122.506,9587.600172
611,saigonflex uc-76,streetwear,everyday,XL,black,17959.956617647054,12395.962057499995
612,saigonflex uc-77,streetwear,everyday,S,orange,11727.45,7625.187989999999
613,saigonflex uc-78,streetwear,everyday,M,blue,30.15463522343498,17.203640475749392
614,saigonflex uc-79,streetwear,everyday,L,white,8263.487647058824,6609.137420117648
615,saigonflex uc-80,streetwear,everyday,XL,purple,8328.96637057599,4873.278223424012
616,saigonflex uc-81,streetwear,everyday,S,green,8545.56230769231,7898.663241
617,saigonflex uc-82,streetwear,everyday,M,silver,10151.263043478262,6680.546208913043
618,saigonflex uc-83,streetwear,everyday,L,pink,14262.4125,13549.291875
619,saigonflex uc-84,streetwear,everyday,XL,yellow,11336.85,6509.61927
620,saigonflex uc-85,streetwear,everyday,S,red,30.15483325288156,17.16017393108335
621,saigonflex uc-86,streetwear,everyday,M,black,62.2827889133325,34.48317542707641
622,saigonflex uc-87,streetwear,everyday,L,orange,9946.84289008455,7374.589318708685
623,saigonflex uc-88,streetwear,everyday,XL,blue,17011.958108108105,9844.820157162165
624,saigonflex uc-89,streetwear,everyday,S,white,45.01401526716507,26.88267126437134
625,saigonflex uc-90,streetwear,everyday,M,purple,16075.5,8733.81915
626,saigonflex uc-91,streetwear,everyday,L,green,17013.896946107783,16163.202098802392
627,saigonflex uc-92,streetwear,everyday,XL,silver,11006.55,7708.987620000001
628,saigonflex uc-93,streetwear,everyday,S,pink,11516.4,9278.76348
629,saigonflex uc-94,streetwear,everyday,M,yellow,9968.7,9470.265
630,saigonflex uc-95,streetwear,everyday,L,red,6176.85,3866.090415
631,saigonflex uc-96,streetwear,everyday,XL,black,4677.019784172662,4443.168794964029
632,saigonflex uc-97,streetwear,everyday,S,orange,4844.7,2618.07588
633,saigonflex uc-98,streetwear,everyday,M,blue,6803.801506849315,3769.3060347945207
634,saigonflex uc-99,streetwear,everyday,L,white,10788.273954983924,6005.8321107395495
635,saigonflex uc-00,streetwear,everyday,XL,purple,10745.220588235294,9205.430477941176
636,saigonflex uc-01,streetwear,everyday,S,green,10891.997347272134,9183.042963485135
637,saigonflex uc-02,streetwear,everyday,M,silver,10938.358303886926,8362.374923321555
638,saigonflex uc-03,streetwear,everyday,L,pink,12105.45,11500.1775
639,saigonflex uc-04,streetwear,everyday,XL,yellow,10586.428125,10057.10671875
640,saigonflex uc-05,streetwear,everyday,S,red,9757.343076923078,9269.475923076923
641,saigonflex uc-06,streetwear,everyday,M,black,9957.778918764305,8252.011389979976
642,saigonflex uc-07,streetwear,everyday,L,orange,10862.120949720673,7602.398452709498
643,saigonflex uc-08,streetwear,everyday,XL,blue,13917.75,9639.43365
644,saigonflex uc-09,streetwear,everyday,S,white,10607.752256033578,8623.041808929696
645,saigonflex uc-10,streetwear,everyday,M,purple,8950.095000000001,8502.590250000001
646,saigonflex uc-11,streetwear,everyday,L,green,11258.1,8881.51509
647,saigonflex uc-12,streetwear,everyday,XL,silver,11033.912927650028,6038.860545302861
648,saigonflex uc-13,streetwear,everyday,S,pink,10560.816,10032.7752
649,saigonflex uc-14,streetwear,everyday,M,yellow,10084.343684210527,9580.1265
650,saigonflex uc-15,streetwear,everyday,L,red,6110.106266552755,5804.600953225117
651,saigonflex uc-16,streetwear,everyday,XL,black,9885.465808383236,5627.795684712575
652,saigonflex uc-17,streetwear,everyday,S,orange,9960.631578947368,9462.6
653,saigonflex uc-18,streetwear,everyday,M,blue,10584.532361623616,10055.305743542434
654,saigonflex uc-19,streetwear,everyday,L,white,12297.939230769232,11683.04226923077
655,saigonflex uc-20,streetwear,everyday,XL,purple,11836.938926174498,7837.237263020134
656,saigonflex uc-21,streetwear,everyday,S,green,10963.752007822686,8877.35000073403
657,saigonflex uc-22,streetwear,everyday,M,silver,11020.21447260834,10469.203748977923
658,saigonflex uc-23,streetwear,everyday,L,pink,11169.79043478261,8112.6187927826095
659,saigonflex uc-24,streetwear,everyday,XL,yellow,18102.50513513513,10184.469389027028
660,saigonflex uc-25,streetwear,everyday,S,red,8500.351456310678,5856.742153398059
661,saigonflex uc-26,streetwear,everyday,M,black,27.4457202657164,16.64539331995362
662,saigonflex uc-27,streetwear,everyday,L,orange,10139.144776119403,5848.258706865672
663,saigonflex uc-28,streetwear,everyday,XL,blue,8397.9,7978.004999999999
664,saigonflex uc-29,streetwear,everyday,S,white,41.1417745385124,22.89831299904119
665,saigonflex uc-30,streetwear,everyday,M,purple,27.512292997345988,17.265415450344953
666,saigonflex uc-31,streetwear,everyday,L,green,9766.924054054054,7154.271869594596
667,saigonflex uc-32,streetwear,everyday,XL,silver,9799.404146341463,9309.43393902439
668,saigonflex uc-33,streetwear,everyday,S,pink,16826.67,12741.154524
669,saigonflex uc-34,streetwear,everyday,M,yellow,16376.85,13867.91658
670,saigonflex uc-35,streetwear,everyday,L,red,10899.88914893617,10354.894691489362
671,saigonflex uc-36,streetwear,everyday,XL,black,11194.626315789474,7866.463912105264
672,saigonflex uc-37,streetwear,everyday,S,orange,11024.427272727276,10473.20590909091
673,saigonflex uc-38,streetwear,everyday,M,blue,27.486860722153324,16.36372210394695
674,saigonflex uc-39,streetwear,everyday,L,white,8419.577208862469,6274.268936044312
675,saigonflex uc-40,streetwear,everyday,XL,purple,7873.649577861162,5241.488523982176
676,saigonflex uc-41,streetwear,everyday,S,green,9891.036652260638,9195.696775606715
677,saigonflex uc-42,streetwear,everyday,M,silver,36.480756727820456,21.977431584878826
678,saigonflex uc-43,streetwear,everyday,L,pink,15.4049348383473,9.151706300666453
679,saigonflex uc-44,streetwear,everyday,XL,yellow,16.610464145853648,9.801441325584722
680,saigonflex uc-45,streetwear,everyday,S,red,26.44547294094096,16.0250054413446
681,saigonflex uc-46,streetwear,everyday,M,black,8907.554838709679,8272.446178709677
682,saigonflex uc-47,streetwear,everyday,L,orange,11641.827272727272,11059.735909090909
683,saigonflex uc-48,streetwear,everyday,XL,blue,10477.884955752212,6262.6318380530965
684,saigonflex uc-49,streetwear,everyday,S,white,10989.136432160803,10439.679610552765
685,saigonflex uc-50,streetwear,everyday,M,purple,10129.728957654725,8328.663148983715
686,saigonflex uc-51,streetwear,everyday,L,green,9634.396153846154,5513.764918846154
687,saigonflex uc-52,streetwear,everyday,XL,silver,5610.653125000001,4180.4976434375
688,saigonflex uc-53,streetwear,everyday,S,pink,6694.905,5116.246400999999
689,saigonflex uc-54,streetwear,everyday,M,yellow,4162.627714977795,3842.937906467501
690,saigonflex uc-55,streetwear,everyday,L,red,4598.817231121282,3100.062695498856
691,saigonflex uc-56,streetwear,everyday,XL,black,4663.545057034221,4430.36780418251
692,saigonflex uc-57,streetwear,everyday,S,orange,3023.37,1991.191482
693,saigonflex uc-58,streetwear,everyday,M,blue,22.084313317745423,12.489209747825754
189,dragonwear uc-01,streetwear,everyday,M,yellow,9513.0,6181.5474
190,dragonwear uc-02,streetwear,everyday,L,red,9443.7,7547.405040000001
191,dragonwear uc-03,streetwear,everyday,XL,black,9513.0,9029.7396
192,dragonwear uc-04,streetwear,everyday,S,orange,37.55095959605123,21.336185365589483
193,dragonwear uc-05,streetwear,everyday,M,blue,9191.7,7248.57462
194,dragonwear uc-06,streetwear,everyday,L,white,23.029830867355027,14.651084686631249
195,dragonwear uc-07,streetwear,everyday,XL,purple,9191.7,5645.5421400000005
196,dragonwear uc-08,streetwear,everyday,S,green,10073.7,7970.31144
387,lotuswear uc-01,streetwear,everyday,XL,silver,11966.85,11368.5075
388,lotuswear uc-02,streetwear,everyday,S,pink,12720.344318181818,12084.327102272728
389,lotuswear uc-03,streetwear,everyday,M,yellow,11063.057547169812,10102.784152075472
390,lotuswear uc-04,streetwear,everyday,L,red,16691.85,12462.13521
391,lotuswear uc-05,streetwear,everyday,XL,black,12281.85,7574.216895
938,hanoistreet uc-01,streetwear,everyday,L,pink,18.82298104757963,12.133510917425138
939,hanoistreet uc-02,streetwear,everyday,XL,yellow,4494.106487018096,4269.401162667191
940,hanoistreet uc-03,streetwear,everyday,S,red,8270.437924528303,7856.916028301888
941,hanoistreet uc-04,streetwear,everyday,M,black,11339.37,9661.14324
942,hanoistreet uc-05,streetwear,everyday,L,orange,7413.811748878924,6891.879401757848
943,hanoistreet uc-06,streetwear,everyday,XL,blue,8063.37,7660.201499999999
944,hanoistreet uc-07,streetwear,everyday,S,white,8971.2,4491.8798400000005
945,hanoistreet uc-08,streetwear,everyday,M,purple,8241.386433389545,7829.317111720067
946,hanoistreet uc-09,streetwear,everyday,L,green,8360.990689655173,4980.642153827586
947,hanoistreet uc-10,streetwear,everyday,XL,silver,8472.12,7214.857392000001
948,hanoistreet uc-11,streetwear,everyday,S,pink,9063.348260869563,5344.656469434784
949,hanoistreet uc-12,streetwear,everyday,M,yellow,15434.37,14662.6515
950,hanoistreet uc-13,streetwear,everyday,L,red,17009.37,10601.940321
951,hanoistreet uc-14,streetwear,everyday,XL,black,59.51685248967167,34.956088420323645
952,hanoistreet uc-15,streetwear,everyday,S,orange,3321.4462564991336,3155.3739436741766
953,hanoistreet uc-16,streetwear,everyday,M,blue,30.25584774884125,17.459877222806806
954,hanoistreet uc-17,streetwear,everyday,L,white,8325.9412900097,7430.902601333657
955,hanoistreet uc-18,streetwear,everyday,XL,purple,9605.663617021277,6085.187901382978
956,hanoistreet uc-19,streetwear,everyday,S,green,9913.23,9417.5685
957,hanoistreet uc-20,streetwear,everyday,M,silver,9761.416875,6531.3640310625005
958,hanoistreet uc-21,streetwear,everyday,L,pink,8992.782371134022,5238.295731185568
959,hanoistreet uc-22,streetwear,everyday,XL,yellow,10276.115901639345,6593.155962491804
960,hanoistreet uc-23,streetwear,everyday,S,red,34.02213294761335,20.90319692901535
961,hanoistreet uc-24,streetwear,everyday,M,black,18.72951694189724,11.066773676274895
962,hanoistreet uc-25,streetwear,everyday,L,orange,5887.006363636364,5592.656045454545
963,hanoistreet uc-26,streetwear,everyday,XL,blue,5122.755359042553,2717.10944243617
964,hanoistreet uc-27,streetwear,everyday,S,white,3906.510139211137,2223.9762222529
965,hanoistreet uc-28,streetwear,everyday,M,purple,6039.659921465968,3816.461104374345
966,hanoistreet uc-29,streetwear,everyday,L,green,5858.236646507408,3333.336651862716
967,hanoistreet uc-30,streetwear,everyday,XL,silver,8161.481464968154,6491.642357235669
968,hanoistreet uc-31,streetwear,everyday,S,pink,8354.878474576273,7937.134550847459
969,hanoistreet uc-32,streetwear,everyday,M,yellow,5039.37,3478.6771110000004
970,hanoistreet uc-33,streetwear,everyday,L,red,26.6355532099264,14.717172228159244
971,hanoistreet uc-34,streetwear,everyday,XL,black,15434.37,14662.6515
972,hanoistreet uc-35,streetwear,everyday,S,orange,8000.37,5880.27195
973,hanoistreet uc-36,streetwear,everyday,M,blue,7486.731672597865,4697.92412455516
974,hanoistreet uc-37,streetwear,everyday,L,white,8151.269169550173,6372.662236754326
975,hanoistreet uc-38,streetwear,everyday,XL,purple,8846.74,8404.403
976,hanoistreet uc-39,streetwear,everyday,S,green,3962.158343558282,3764.050426380368
977,hanoistreet uc-40,streetwear,everyday,M,silver,5978.196828266228,4912.882153469187
978,hanoistreet uc-41,streetwear,everyday,L,pink,9462.733636363637,7198.301477181818
979,hanoistreet uc-42,streetwear,everyday,XL,yellow,4727.334705882353,4490.967970588235
980,hanoistreet uc-43,streetwear,everyday,S,red,4989.868578947368,4740.37515
981,hanoistreet uc-44,streetwear,everyday,M,black,2032.929931253305,1931.28343469064
982,hanoistreet uc-45,streetwear,everyday,L,orange,17194.14653631285,15180.711976910614
983,hanoistreet uc-46,streetwear,everyday,XL,blue,5354.37,5086.6515
984,hanoistreet uc-47,streetwear,everyday,S,white,34.617835837670064,19.5803762088434
985,hanoistreet uc-48,streetwear,everyday,M,purple,9262.49837837838,5465.800293081082
986,hanoistreet uc-49,streetwear,everyday,L,green,4409.37,2725.431597
987,hanoistreet uc-50,streetwear,everyday,XL,silver,20.896936494805555,12.9894776919699
988,hanoistreet uc-51,streetwear,everyday,S,pink,38.48540995794976,23.70287128042441
989,hanoistreet uc-52,streetwear,everyday,M,yellow,5262.4712658227845,2638.603092683544
990,hanoistreet uc-53,streetwear,everyday,L,red,5403.094003466204,3895.0904670987866
991,hanoistreet uc-54,streetwear,everyday,XL,black,26.042882961841165,14.394151405162956
992,hanoistreet uc-55,streetwear,everyday,S,orange,3453.456099585062,2504.7917090290457
993,hanoistreet uc-56,streetwear,everyday,M,blue,4262.353834196891,3732.117017222798
994,hanoistreet uc-57,streetwear,everyday,L,white,5821.2,3037.50216
995,hanoistreet uc-58,streetwear,everyday,XL,purple,7071.587821782178,6718.008430693069
996,hanoistreet uc-59,streetwear,everyday,S,green,8557.10595505618,6923.554428235956
997,hanoistreet uc-60,streetwear,everyday,M,silver,9456.745,7530.4060435
998,hanoistreet uc-61,streetwear,everyday,L,pink,8613.57,5197.428138000001
999,hanoistreet uc-62,streetwear,everyday,XL,yellow,9245.030869565218,5388.9284938695655
1029,mekongstyle uc-01,streetwear,everyday,M,yellow,14486.85,13762.5075
1030,mekongstyle uc-02,streetwear,everyday,L,red,29.468517794501352,16.86180384735625
1031,mekongstyle uc-03,streetwear,everyday,XL,black,12596.85,11885.127975
1032,mekongstyle uc-04,streetwear,everyday,S,orange,26.03176062726932,14.918996724175685
1033,mekongstyle uc-05,streetwear,everyday,M,blue,12136.393255813957,8029.437778046513
1034,mekongstyle uc-06,streetwear,everyday,L,white,10885.35,10341.0825
1035,mekongstyle uc-07,streetwear,everyday,XL,purple,14486.85,12723.800355
1036,mekongstyle uc-08,streetwear,everyday,S,green,69.47113022348645,42.87683645159384
1037,mekongstyle uc-09,streetwear,everyday,M,silver,17006.85,13571.466299999998
1038,mekongstyle uc-10,streetwear,everyday,L,pink,32.93714703716061,18.18035175845804
1039,mekongstyle uc-11,streetwear,everyday,XL,yellow,21.6913947894699,12.156093169488374
1040,mekongstyle uc-12,streetwear,everyday,S,red,13324.978153846156,9943.0986984
1041,mekongstyle uc-13,streetwear,everyday,M,black,11954.96320754717,6095.835739528302
1042,mekongstyle uc-14,streetwear,everyday,L,orange,14486.85,11301.191685
1199,mekongfit uc-01,streetwear,everyday,XL,yellow,1637.37,1262.248533
1200,mekongfit uc-02,streetwear,everyday,S,red,1243.935,895.2600195
1201,mekongfit uc-03,streetwear,everyday,M,black,6929.37,6443.621163
1202,mekongfit uc-04,streetwear,everyday,L,orange,7253.09891566265,6218.081700397591
1203,mekongfit uc-05,streetwear,everyday,XL,blue,3885.7044481605353,3634.6879408093646
1204,mekongfit uc-06,streetwear,everyday,S,white,4808.37,4567.9515
1205,mekongfit uc-07,streetwear,everyday,M,purple,4409.37,3289.39002
1206,mekongfit uc-08,streetwear,everyday,L,green,6110.37,5286.081087
1207,mekongfit uc-09,streetwear,everyday,XL,silver,8323.85076923077,7907.658230769231
1208,mekongfit uc-10,streetwear,everyday,S,pink,46.01732540609539,28.990528853171263
1209,mekongfit uc-11,streetwear,everyday,M,yellow,20.32115659247737,11.539459529498265
1210,mekongfit uc-12,streetwear,everyday,L,red,7044.87,6692.626499999999
1211,mekongfit uc-13,streetwear,everyday,XL,black,8670.87,8237.326500000001
1212,mekongfit uc-14,streetwear,everyday,S,orange,4947.391856581533,3803.060120154224
1213,mekongfit uc-15,streetwear,everyday,M,blue,6198.434516129032,4649.445730548388
1214,mekongfit uc-16,streetwear,everyday,L,white,8189.370000000001,4614.709995
1215,mekongfit uc-17,streetwear,everyday,XL,purple,4138.55297271872,2641.63836248636
1216,mekongfit uc-18,streetwear,everyday,S,green,36.0009539962887,22.15047295796197
1217,mekongfit uc-19,streetwear,everyday,M,silver,7001.426663168941,5863.694830403987
1218,mekongfit uc-20,streetwear,everyday,L,pink,15.121717422544467,8.677117853389895
1219,mekongfit uc-21,streetwear,everyday,XL,yellow,19.46709453458012,10.900485493368713
1220,mekongfit uc-22,streetwear,everyday,S,red,7693.690754716981,5870.286045849057
1221,mekongfit uc-23,streetwear,everyday,M,black,9335.13,8663.00064
1222,mekongfit uc-24,streetwear,everyday,L,orange,35.82852967556213,20.57694152770872
1223,mekongfit uc-25,streetwear,everyday,XL,blue,4751.004708205353,4513.454472795085
1224,mekongfit uc-26,streetwear,everyday,S,white,44.49543643977257,27.68624827776821
1225,mekongfit uc-27,streetwear,everyday,M,purple,2511.495,2353.773114
1226,mekongfit uc-28,streetwear,everyday,L,green,6689.096277372263,5573.355018306569
1227,mekongfit uc-29,streetwear,everyday,XL,silver,3803.996185958254,3196.497995060721
1228,mekongfit uc-30,streetwear,everyday,S,pink,1644.4317128463476,1030.2364680982369
1229,mekongfit uc-31,streetwear,everyday,M,yellow,3180.5832888349514,2331.049492387136
1230,mekongfit uc-32,streetwear,everyday,L,red,5786.595352112676,3670.437431845072
1231,mekongfit uc-33,streetwear,everyday,XL,black,9063.754615384616,7768.5440808461535
1232,mekongfit uc-34,streetwear,everyday,S,orange,4566.726164383562,4338.389856164384
1689,namstyle uc-01,streetwear,everyday,M,yellow,2708.37,1355.268348
1795,saigoncore uc-01,streetwear,everyday,XL,purple,6835.118181818181,5533.711679999999
1796,saigoncore uc-02,streetwear,everyday,S,green,9002.7,7059.017070000001
1797,saigoncore uc-03,streetwear,everyday,M,silver,5696.857894736842,3744.544694210525
1798,saigoncore uc-04,streetwear,everyday,L,pink,8498.7,5991.583500000001
1799,saigoncore uc-05,streetwear,everyday,XL,yellow,9443.7,8971.515
1800,saigoncore uc-06,streetwear,everyday,S,red,7633.08,7251.425999999999
1801,saigoncore uc-07,streetwear,everyday,M,black,9474.183870967743,7096.16371935484
1802,saigoncore uc-08,streetwear,everyday,L,orange,8498.7,7093.864890000001
1803,saigoncore uc-09,streetwear,everyday,XL,blue,5351.85,4369.2503400000005
1804,saigoncore uc-10,streetwear,everyday,S,white,8096.862162162162,5747.152762702703
1805,saigoncore uc-11,streetwear,everyday,M,purple,5532.45,3212.1404700000003
1882,bamboocraft uc-01,streetwear,everyday,L,orange,35.46503609707341,22.54050046634314
1883,bamboocraft uc-02,streetwear,everyday,XL,blue,9147.14027027027,8689.783256756757
1884,bamboocraft uc-03,streetwear,everyday,S,white,10289.225985037408,8385.719177805486
1885,bamboocraft uc-04,streetwear,everyday,M,purple,10079.37,8501.948595000002
1886,bamboocraft uc-05,streetwear,everyday,L,green,10602.988421052632,8157.939291157894
1887,bamboocraft uc-06,streetwear,everyday,XL,silver,31.61844608161177,20.01517154725592
1888,bamboocraft uc-07,streetwear,everyday,S,pink,10940.58,10050.016788
1889,bamboocraft uc-08,streetwear,everyday,M,yellow,8251.836923076922,7839.245076923075
1890,bamboocraft uc-09,streetwear,everyday,L,red,29.35780741888176,17.312837837634
1891,bamboocraft uc-10,streetwear,everyday,XL,black,8630.37,5459.572062000001
1892,bamboocraft uc-11,streetwear,everyday,S,orange,10488.371582278482,9963.953003164555
1893,bamboocraft uc-12,streetwear,everyday,M,blue,8686.73842105263,7189.144717263159
1894,bamboocraft uc-13,streetwear,everyday,L,white,8725.29,4900.122864000001
1895,bamboocraft uc-14,streetwear,everyday,XL,purple,9014.516341463415,8563.790524390244
1896,bamboocraft uc-15,streetwear,everyday,S,green,8833.75888888889,7271.950317333333
1897,bamboocraft uc-16,streetwear,everyday,M,silver,8661.21827586207,4709.104376586208
1898,bamboocraft uc-17,streetwear,everyday,L,pink,12242.036896551725,11629.935051724138
1899,bamboocraft uc-18,streetwear,everyday,XL,yellow,11430.57895522388,10859.050007462683
1900,bamboocraft uc-19,streetwear,everyday,S,red,18.330955787804072,11.306689593388796
1901,bamboocraft uc-20,streetwear,everyday,M,black,9899.9325,9404.935875
1902,bamboocraft uc-21,streetwear,everyday,L,orange,19529.37,16287.49458
1903,bamboocraft uc-22,streetwear,everyday,XL,blue,9629.856486486486,9148.36366216216
1904,bamboocraft uc-23,streetwear,everyday,S,white,8222.527894736842,5716.301392421053
1905,bamboocraft uc-24,streetwear,everyday,M,purple,11412.145352112677,8450.693633239436
1906,bamboocraft uc-25,streetwear,everyday,L,green,8808.87,7972.027350000001
1907,bamboocraft uc-26,streetwear,everyday,XL,silver,12729.083973799128,6993.358735205241
2066,urbanvn uc-01,streetwear,everyday,L,green,4537.142983114447,3082.081228429644
2067,urbanvn uc-02,streetwear,everyday,XL,silver,6547.54571884984,6220.168432907348
2068,urbanvn uc-03,streetwear,everyday,S,pink,24.830241277312545,14.165613653845371
2069,urbanvn uc-04,streetwear,everyday,M,yellow,6299.37,5984.4015
2070,urbanvn uc-05,streetwear,everyday,L,red,6299.110953947368,5095.98076174342
2071,urbanvn uc-06,streetwear,everyday,XL,black,4194.771265822785,2699.7547866835444
2072,urbanvn uc-07,streetwear,everyday,S,orange,27.54289180542567,15.95600411474264
2073,urbanvn uc-08,streetwear,everyday,M,blue,4327.885273311897,4111.491009646303
2074,urbanvn uc-09,streetwear,everyday,L,white,4031.37,2954.1879360000003
2075,urbanvn uc-10,streetwear,everyday,XL,purple,5543.37,4112.626203
2076,urbanvn uc-11,streetwear,everyday,S,green,8618.809655172414,8187.869172413792
2077,urbanvn uc-12,streetwear,everyday,M,silver,4480.875720823799,2845.356082723112
2078,urbanvn uc-13,streetwear,everyday,L,pink,6929.37,4147.227945
2079,urbanvn uc-14,streetwear,everyday,XL,yellow,6564.18724137931,6235.977879310344
2080,urbanvn uc-15,streetwear,everyday,S,red,6929.37,3718.992879
2081,urbanvn uc-16,streetwear,everyday,M,black,2708.37,2432.11626
2082,urbanvn uc-17,streetwear,everyday,L,orange,4066.0944094488186,3089.418532299212
